capture_id,capture_date_local,capture_time_local,subject_id,subject_id,image_basename,image_rank_in_capture,subject_id,subject_id,question__species,kingdom,phylum,class,order,family,genus,species,common_name
KAR_S1#A02#1#90,2017-12-06,15:39:28,28794873,28794873,KAR_S1_A02_R1_IMAG0230.JPG,1,28794873,28794873,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#90,2017-12-06,15:39:28,28794873,28794873,KAR_S1_A02_R1_IMAG0231.JPG,2,28794873,28794873,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#90,2017-12-06,15:39:28,28794873,28794873,KAR_S1_A02_R1_IMAG0232.JPG,3,28794873,28794873,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#91,2017-12-06,15:40:49,28794874,28794874,KAR_S1_A02_R1_IMAG0233.JPG,1,28794874,28794874,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#91,2017-12-06,15:40:49,28794874,28794874,KAR_S1_A02_R1_IMAG0234.JPG,2,28794874,28794874,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#91,2017-12-06,15:40:49,28794874,28794874,KAR_S1_A02_R1_IMAG0235.JPG,3,28794874,28794874,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#92,2017-12-06,15:42:09,28794875,28794875,KAR_S1_A02_R1_IMAG0236.JPG,1,28794875,28794875,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#92,2017-12-06,15:42:09,28794875,28794875,KAR_S1_A02_R1_IMAG0237.JPG,2,28794875,28794875,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#92,2017-12-06,15:42:09,28794875,28794875,KAR_S1_A02_R1_IMAG0238.JPG,3,28794875,28794875,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#93,2017-12-06,15:44:51,28794876,28794876,KAR_S1_A02_R1_IMAG0239.JPG,1,28794876,28794876,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#93,2017-12-06,15:44:51,28794876,28794876,KAR_S1_A02_R1_IMAG0240.JPG,2,28794876,28794876,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#93,2017-12-06,15:44:51,28794876,28794876,KAR_S1_A02_R1_IMAG0241.JPG,3,28794876,28794876,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#94,2017-12-06,15:46:01,28794877,28794877,KAR_S1_A02_R1_IMAG0242.JPG,1,28794877,28794877,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#94,2017-12-06,15:46:01,28794877,28794877,KAR_S1_A02_R1_IMAG0243.JPG,2,28794877,28794877,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#94,2017-12-06,15:46:01,28794877,28794877,KAR_S1_A02_R1_IMAG0244.JPG,3,28794877,28794877,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#95,2017-12-06,15:47:02,28794878,28794878,KAR_S1_A02_R1_IMAG0245.JPG,1,28794878,28794878,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#95,2017-12-06,15:47:02,28794878,28794878,KAR_S1_A02_R1_IMAG0246.JPG,2,28794878,28794878,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#95,2017-12-06,15:47:02,28794878,28794878,KAR_S1_A02_R1_IMAG0247.JPG,3,28794878,28794878,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#96,2017-12-06,15:48:04,28794879,28794879,KAR_S1_A02_R1_IMAG0248.JPG,1,28794879,28794879,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#96,2017-12-06,15:48:04,28794879,28794879,KAR_S1_A02_R1_IMAG0249.JPG,2,28794879,28794879,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#96,2017-12-06,15:48:04,28794879,28794879,KAR_S1_A02_R1_IMAG0250.JPG,3,28794879,28794879,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#97,2017-12-06,15:49:07,28794880,28794880,KAR_S1_A02_R1_IMAG0251.JPG,1,28794880,28794880,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#97,2017-12-06,15:49:07,28794880,28794880,KAR_S1_A02_R1_IMAG0252.JPG,2,28794880,28794880,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#97,2017-12-06,15:49:07,28794880,28794880,KAR_S1_A02_R1_IMAG0253.JPG,3,28794880,28794880,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#98,2017-12-06,15:50:15,28794881,28794881,KAR_S1_A02_R1_IMAG0254.JPG,1,28794881,28794881,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#98,2017-12-06,15:50:15,28794881,28794881,KAR_S1_A02_R1_IMAG0255.JPG,2,28794881,28794881,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#98,2017-12-06,15:50:15,28794881,28794881,KAR_S1_A02_R1_IMAG0256.JPG,3,28794881,28794881,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#99,2017-12-06,15:52:04,28794882,28794882,KAR_S1_A02_R1_IMAG0257.JPG,1,28794882,28794882,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#99,2017-12-06,15:52:04,28794882,28794882,KAR_S1_A02_R1_IMAG0258.JPG,2,28794882,28794882,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#99,2017-12-06,15:52:04,28794882,28794882,KAR_S1_A02_R1_IMAG0259.JPG,3,28794882,28794882,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#100,2017-12-07,15:02:21,28794883,28794883,KAR_S1_A02_R1_IMAG0260.JPG,1,28794883,28794883,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#100,2017-12-07,15:02:21,28794883,28794883,KAR_S1_A02_R1_IMAG0261.JPG,2,28794883,28794883,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#100,2017-12-07,15:02:21,28794883,28794883,KAR_S1_A02_R1_IMAG0262.JPG,3,28794883,28794883,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#102,2017-12-09,06:13:33,28794885,28794885,KAR_S1_A02_R1_IMAG0264.JPG,1,28794885,28794885,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#102,2017-12-09,06:13:33,28794885,28794885,KAR_S1_A02_R1_IMAG0265.JPG,2,28794885,28794885,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#102,2017-12-09,06:13:33,28794885,28794885,KAR_S1_A02_R1_IMAG0266.JPG,3,28794885,28794885,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#108,2017-12-11,12:17:10,28794891,28794891,KAR_S1_A02_R1_IMAG0276.JPG,1,28794891,28794891,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#108,2017-12-11,12:17:10,28794891,28794891,KAR_S1_A02_R1_IMAG0277.JPG,2,28794891,28794891,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#108,2017-12-11,12:17:10,28794891,28794891,KAR_S1_A02_R1_IMAG0278.JPG,3,28794891,28794891,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#109,2017-12-11,12:18:10,28794892,28794892,KAR_S1_A02_R1_IMAG0279.JPG,1,28794892,28794892,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#109,2017-12-11,12:18:10,28794892,28794892,KAR_S1_A02_R1_IMAG0280.JPG,2,28794892,28794892,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#109,2017-12-11,12:18:10,28794892,28794892,KAR_S1_A02_R1_IMAG0281.JPG,3,28794892,28794892,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#110,2017-12-11,12:23:07,28794893,28794893,KAR_S1_A02_R1_IMAG0282.JPG,1,28794893,28794893,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#110,2017-12-11,12:23:07,28794893,28794893,KAR_S1_A02_R1_IMAG0283.JPG,2,28794893,28794893,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#110,2017-12-11,12:23:07,28794893,28794893,KAR_S1_A02_R1_IMAG0284.JPG,3,28794893,28794893,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#111,2017-12-11,12:27:59,28794894,28794894,KAR_S1_A02_R1_IMAG0285.JPG,1,28794894,28794894,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#111,2017-12-11,12:27:59,28794894,28794894,KAR_S1_A02_R1_IMAG0286.JPG,2,28794894,28794894,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#111,2017-12-11,12:27:59,28794894,28794894,KAR_S1_A02_R1_IMAG0287.JPG,3,28794894,28794894,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#112,2017-12-11,12:30:02,28794895,28794895,KAR_S1_A02_R1_IMAG0288.JPG,1,28794895,28794895,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#112,2017-12-11,12:30:02,28794895,28794895,KAR_S1_A02_R1_IMAG0289.JPG,2,28794895,28794895,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#112,2017-12-11,12:30:02,28794895,28794895,KAR_S1_A02_R1_IMAG0290.JPG,3,28794895,28794895,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#113,2017-12-11,12:31:49,28794896,28794896,KAR_S1_A02_R1_IMAG0291.JPG,1,28794896,28794896,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#113,2017-12-11,12:31:49,28794896,28794896,KAR_S1_A02_R1_IMAG0292.JPG,2,28794896,28794896,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#113,2017-12-11,12:31:49,28794896,28794896,KAR_S1_A02_R1_IMAG0293.JPG,3,28794896,28794896,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#114,2017-12-11,12:34:20,28794897,28794897,KAR_S1_A02_R1_IMAG0294.JPG,1,28794897,28794897,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#114,2017-12-11,12:34:20,28794897,28794897,KAR_S1_A02_R1_IMAG0295.JPG,2,28794897,28794897,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#114,2017-12-11,12:34:20,28794897,28794897,KAR_S1_A02_R1_IMAG0296.JPG,3,28794897,28794897,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#115,2017-12-11,12:37:12,28794898,28794898,KAR_S1_A02_R1_IMAG0297.JPG,1,28794898,28794898,kudu,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus strepsiceros,greater kudu
KAR_S1#A02#1#115,2017-12-11,12:37:12,28794898,28794898,KAR_S1_A02_R1_IMAG0298.JPG,2,28794898,28794898,kudu,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus strepsiceros,greater kudu
KAR_S1#A02#1#115,2017-12-11,12:37:12,28794898,28794898,KAR_S1_A02_R1_IMAG0299.JPG,3,28794898,28794898,kudu,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus strepsiceros,greater kudu
KAR_S1#A02#1#116,2017-12-11,12:44:12,28794899,28794899,KAR_S1_A02_R1_IMAG0300.JPG,1,28794899,28794899,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#116,2017-12-11,12:44:12,28794899,28794899,KAR_S1_A02_R1_IMAG0301.JPG,2,28794899,28794899,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#116,2017-12-11,12:44:12,28794899,28794899,KAR_S1_A02_R1_IMAG0302.JPG,3,28794899,28794899,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#117,2017-12-11,12:51:30,28794900,28794900,KAR_S1_A02_R1_IMAG0303.JPG,1,28794900,28794900,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#117,2017-12-11,12:51:30,28794900,28794900,KAR_S1_A02_R1_IMAG0304.JPG,2,28794900,28794900,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#117,2017-12-11,12:51:30,28794900,28794900,KAR_S1_A02_R1_IMAG0305.JPG,3,28794900,28794900,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#118,2017-12-11,12:52:30,28794901,28794901,KAR_S1_A02_R1_IMAG0306.JPG,1,28794901,28794901,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#118,2017-12-11,12:52:30,28794901,28794901,KAR_S1_A02_R1_IMAG0307.JPG,2,28794901,28794901,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#118,2017-12-11,12:52:30,28794901,28794901,KAR_S1_A02_R1_IMAG0308.JPG,3,28794901,28794901,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#120,2017-12-17,16:34:46,28794903,28794903,KAR_S1_A02_R1_IMAG0312.JPG,1,28794903,28794903,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#120,2017-12-17,16:34:46,28794903,28794903,KAR_S1_A02_R1_IMAG0313.JPG,2,28794903,28794903,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#120,2017-12-17,16:34:46,28794903,28794903,KAR_S1_A02_R1_IMAG0314.JPG,3,28794903,28794903,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#121,2017-12-17,16:35:47,28794904,28794904,KAR_S1_A02_R1_IMAG0315.JPG,1,28794904,28794904,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#121,2017-12-17,16:35:47,28794904,28794904,KAR_S1_A02_R1_IMAG0316.JPG,2,28794904,28794904,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#121,2017-12-17,16:35:47,28794904,28794904,KAR_S1_A02_R1_IMAG0317.JPG,3,28794904,28794904,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#122,2017-12-17,16:37:02,28794905,28794905,KAR_S1_A02_R1_IMAG0318.JPG,1,28794905,28794905,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#122,2017-12-17,16:37:02,28794905,28794905,KAR_S1_A02_R1_IMAG0319.JPG,2,28794905,28794905,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#122,2017-12-17,16:37:02,28794905,28794905,KAR_S1_A02_R1_IMAG0320.JPG,3,28794905,28794905,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#123,2017-12-17,16:39:14,28794906,28794906,KAR_S1_A02_R1_IMAG0321.JPG,1,28794906,28794906,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#123,2017-12-17,16:39:14,28794906,28794906,KAR_S1_A02_R1_IMAG0322.JPG,2,28794906,28794906,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#123,2017-12-17,16:39:14,28794906,28794906,KAR_S1_A02_R1_IMAG0323.JPG,3,28794906,28794906,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#124,2017-12-17,16:41:11,28794907,28794907,KAR_S1_A02_R1_IMAG0324.JPG,1,28794907,28794907,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#124,2017-12-17,16:41:11,28794907,28794907,KAR_S1_A02_R1_IMAG0325.JPG,2,28794907,28794907,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#124,2017-12-17,16:41:11,28794907,28794907,KAR_S1_A02_R1_IMAG0326.JPG,3,28794907,28794907,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#125,2017-12-23,07:21:25,28794908,28794908,KAR_S1_A02_R1_IMAG0327.JPG,1,28794908,28794908,ostrich,animalia,chordata,aves,struthioniformes,struthionidae,struthio,struthio camelus,ostrich
KAR_S1#A02#1#125,2017-12-23,07:21:25,28794908,28794908,KAR_S1_A02_R1_IMAG0328.JPG,2,28794908,28794908,ostrich,animalia,chordata,aves,struthioniformes,struthionidae,struthio,struthio camelus,ostrich
KAR_S1#A02#1#125,2017-12-23,07:21:25,28794908,28794908,KAR_S1_A02_R1_IMAG0329.JPG,3,28794908,28794908,ostrich,animalia,chordata,aves,struthioniformes,struthionidae,struthio,struthio camelus,ostrich
KAR_S1#A02#1#126,2017-12-26,13:34:04,28794909,28794909,KAR_S1_A02_R1_IMAG0330.JPG,1,28794909,28794909,kudu,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus strepsiceros,greater kudu
KAR_S1#A02#1#126,2017-12-26,13:34:04,28794909,28794909,KAR_S1_A02_R1_IMAG0331.JPG,2,28794909,28794909,kudu,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus strepsiceros,greater kudu
KAR_S1#A02#1#126,2017-12-26,13:34:04,28794909,28794909,KAR_S1_A02_R1_IMAG0332.JPG,3,28794909,28794909,kudu,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus strepsiceros,greater kudu
KAR_S1#A02#1#127,2017-12-26,14:00:22,28794910,28794910,KAR_S1_A02_R1_IMAG0333.JPG,1,28794910,28794910,kudu,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus strepsiceros,greater kudu
KAR_S1#A02#1#127,2017-12-26,14:00:22,28794910,28794910,KAR_S1_A02_R1_IMAG0334.JPG,2,28794910,28794910,kudu,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus strepsiceros,greater kudu
KAR_S1#A02#1#127,2017-12-26,14:00:22,28794910,28794910,KAR_S1_A02_R1_IMAG0335.JPG,3,28794910,28794910,kudu,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus strepsiceros,greater kudu
KAR_S1#A02#1#128,2017-12-26,14:01:22,28794911,28794911,KAR_S1_A02_R1_IMAG0336.JPG,1,28794911,28794911,kudu,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus strepsiceros,greater kudu
KAR_S1#A02#1#128,2017-12-26,14:01:22,28794911,28794911,KAR_S1_A02_R1_IMAG0337.JPG,2,28794911,28794911,kudu,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus strepsiceros,greater kudu
KAR_S1#A02#1#128,2017-12-26,14:01:22,28794911,28794911,KAR_S1_A02_R1_IMAG0338.JPG,3,28794911,28794911,kudu,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus strepsiceros,greater kudu
KAR_S1#A02#1#129,2017-12-26,14:05:10,28794912,28794912,KAR_S1_A02_R1_IMAG0339.JPG,1,28794912,28794912,kudu,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus strepsiceros,greater kudu
KAR_S1#A02#1#129,2017-12-26,14:05:10,28794912,28794912,KAR_S1_A02_R1_IMAG0340.JPG,2,28794912,28794912,kudu,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus strepsiceros,greater kudu
KAR_S1#A02#1#129,2017-12-26,14:05:10,28794912,28794912,KAR_S1_A02_R1_IMAG0341.JPG,3,28794912,28794912,kudu,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus strepsiceros,greater kudu
KAR_S1#A02#1#130,2017-12-26,14:24:26,28794913,28794913,KAR_S1_A02_R1_IMAG0342.JPG,1,28794913,28794913,kudu,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus strepsiceros,greater kudu
KAR_S1#A02#1#130,2017-12-26,14:24:26,28794913,28794913,KAR_S1_A02_R1_IMAG0343.JPG,2,28794913,28794913,kudu,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus strepsiceros,greater kudu
KAR_S1#A02#1#130,2017-12-26,14:24:26,28794913,28794913,KAR_S1_A02_R1_IMAG0344.JPG,3,28794913,28794913,kudu,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus strepsiceros,greater kudu
KAR_S1#A02#1#131,2017-12-26,15:01:07,28794914,28794914,KAR_S1_A02_R1_IMAG0345.JPG,1,28794914,28794914,kudu,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus strepsiceros,greater kudu
KAR_S1#A02#1#131,2017-12-26,15:01:07,28794914,28794914,KAR_S1_A02_R1_IMAG0346.JPG,2,28794914,28794914,kudu,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus strepsiceros,greater kudu
KAR_S1#A02#1#131,2017-12-26,15:01:07,28794914,28794914,KAR_S1_A02_R1_IMAG0347.JPG,3,28794914,28794914,kudu,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus strepsiceros,greater kudu
KAR_S1#A02#1#132,2017-12-27,14:09:50,28794915,28794915,KAR_S1_A02_R1_IMAG0348.JPG,1,28794915,28794915,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#132,2017-12-27,14:09:50,28794915,28794915,KAR_S1_A02_R1_IMAG0349.JPG,2,28794915,28794915,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#132,2017-12-27,14:09:50,28794915,28794915,KAR_S1_A02_R1_IMAG0350.JPG,3,28794915,28794915,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#134,2017-12-29,08:40:51,28794917,28794917,KAR_S1_A02_R1_IMAG0354.JPG,1,28794917,28794917,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#134,2017-12-29,08:40:51,28794917,28794917,KAR_S1_A02_R1_IMAG0355.JPG,2,28794917,28794917,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#134,2017-12-29,08:40:51,28794917,28794917,KAR_S1_A02_R1_IMAG0356.JPG,3,28794917,28794917,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#135,2017-12-29,11:40:44,28794918,28794918,KAR_S1_A02_R1_IMAG0357.JPG,1,28794918,28794918,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#135,2017-12-29,11:40:44,28794918,28794918,KAR_S1_A02_R1_IMAG0358.JPG,2,28794918,28794918,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#135,2017-12-29,11:40:44,28794918,28794918,KAR_S1_A02_R1_IMAG0359.JPG,3,28794918,28794918,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#136,2017-12-29,13:52:53,28794919,28794919,KAR_S1_A02_R1_IMAG0360.JPG,1,28794919,28794919,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#136,2017-12-29,13:52:53,28794919,28794919,KAR_S1_A02_R1_IMAG0361.JPG,2,28794919,28794919,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
