filename,giraffe,zebra
000000001076.jpg,0,1
000000001077.jpg,0,1
000000001078.jpg,0,1
000000001079.jpg,0,1
000000001080.jpg,0,1
000000001081.jpg,0,1
000000001082.jpg,0,1
000000001083.jpg,1,0
000000001084.jpg,1,0
000000001085.jpg,1,0
000000001086.jpg,1,0
000000001087.jpg,1,0
000000001088.jpg,1,0
000000001089.jpg,1,0
000000001090.jpg,1,0
000000001091.jpg,1,0
000000001092.jpg,1,0
000000001093.jpg,1,0
000000001094.jpg,1,0
000000001095.jpg,1,0
000000001096.jpg,0,1
000000001097.jpg,0,1
000000001098.jpg,0,1
000000001099.jpg,0,1
000000001100.jpg,0,1
000000001101.jpg,0,1
000000001102.jpg,0,1
000000001103.jpg,0,1
000000001104.jpg,0,1
000000001105.jpg,0,1
000000001106.jpg,0,1
000000001107.jpg,0,1
000000001108.jpg,1,0
000000001109.jpg,1,0
000000001110.jpg,1,0
000000001111.jpg,1,0
000000001112.jpg,1,0
000000001113.jpg,1,0
000000001114.jpg,0,1
000000001115.jpg,0,1
000000001116.jpg,0,1
000000001117.jpg,0,1
000000001118.jpg,0,1
000000001119.jpg,0,1
000000001120.jpg,0,1
000000001121.jpg,0,1
000000001122.jpg,0,1
000000001123.jpg,0,1
000000001124.jpg,0,1
000000001125.jpg,0,1
000000001126.jpg,0,1
000000001127.jpg,0,1
000000001128.jpg,0,1
000000001129.jpg,0,1
000000001130.jpg,0,1
000000001131.jpg,0,1
000000001132.jpg,0,1
000000001133.jpg,0,1
000000001134.jpg,0,1
000000001135.jpg,0,1
000000001136.jpg,0,1
000000001137.jpg,0,1
000000001138.jpg,0,1
000000001139.jpg,0,1
000000001140.jpg,0,1
000000001141.jpg,0,1
000000001142.jpg,0,1
000000001143.jpg,0,1
000000001144.jpg,0,1
000000001145.jpg,0,1
000000001146.jpg,0,1
000000001147.jpg,0,1
000000001148.jpg,0,1
000000001149.jpg,0,1
000000001150.jpg,0,1
000000001151.jpg,0,1
000000001152.jpg,0,1
000000001153.jpg,0,1
000000001154.jpg,0,1
000000001155.jpg,0,1
000000001156.jpg,0,1
000000001157.jpg,0,1
000000001158.jpg,0,1
000000001159.jpg,0,1
000000001160.jpg,0,1
000000001161.jpg,0,1
000000001162.jpg,0,1
000000001163.jpg,0,1
000000001164.jpg,0,1
000000001165.jpg,0,1
000000001166.jpg,0,1
000000001167.jpg,0,1
000000001168.jpg,0,1
000000001169.jpg,0,1
000000001170.jpg,0,1
000000001171.jpg,0,1
000000001172.jpg,0,1
000000001173.jpg,0,1
000000001174.jpg,0,1
000000001175.jpg,0,1
000000001176.jpg,0,1
000000001177.jpg,0,1
000000001178.jpg,0,1
000000001179.jpg,0,1
000000001180.jpg,0,1
000000001181.jpg,0,1
000000001182.jpg,0,1
000000001183.jpg,0,1
000000001184.jpg,0,1
000000001185.jpg,0,1
000000001186.jpg,0,1
000000001187.jpg,0,1
000000001188.jpg,0,1
000000001189.jpg,0,1
000000001190.jpg,0,1
000000001191.jpg,0,1
000000001192.jpg,0,1
000000001193.jpg,0,1
000000001194.jpg,0,1
000000001195.jpg,0,1
000000001196.jpg,0,1
000000001197.jpg,0,1
000000001198.jpg,0,1
000000001199.jpg,0,1
000000001200.jpg,0,1
000000001201.jpg,0,1
000000001202.jpg,0,1
000000001203.jpg,0,1
000000001204.jpg,0,1
000000001205.jpg,0,1
000000001206.jpg,0,1
000000001207.jpg,0,1
000000001208.jpg,0,1
000000001209.jpg,0,1
000000001210.jpg,0,1
000000001211.jpg,0,1
000000001212.jpg,0,1
000000001213.jpg,0,1
000000001214.jpg,0,1
000000001215.jpg,0,1
000000001216.jpg,0,1
000000001217.jpg,0,1
000000001218.jpg,0,1
000000001219.jpg,0,1
000000001220.jpg,0,1
000000001221.jpg,0,1
000000001222.jpg,0,1
000000001223.jpg,0,1
000000001224.jpg,0,1
000000001225.jpg,0,1
000000001226.jpg,0,1
000000001227.jpg,0,1
000000001228.jpg,0,1
000000001229.jpg,0,1
000000001230.jpg,0,1
000000001231.jpg,0,1
000000001232.jpg,0,1
000000001233.jpg,0,1
000000001234.jpg,0,1
000000001235.jpg,0,1
000000001236.jpg,0,1
000000001237.jpg,0,1
000000001238.jpg,0,1
000000001239.jpg,0,1
000000001240.jpg,0,1
000000001241.jpg,0,1
000000001242.jpg,0,1
000000001243.jpg,0,1
000000001244.jpg,0,1
000000001245.jpg,0,1
000000001246.jpg,0,1
000000001247.jpg,0,1
000000001248.jpg,0,1
000000001249.jpg,0,1
000000001250.jpg,0,1
000000001251.jpg,0,1
000000001252.jpg,0,1
000000001253.jpg,0,1
000000001254.jpg,0,1
000000001255.jpg,0,1
000000001256.jpg,0,1
000000001257.jpg,0,1
000000001258.jpg,0,1
000000001259.jpg,0,1
000000001260.jpg,0,1
000000001261.jpg,0,1
000000001262.jpg,0,1
000000001263.jpg,0,1
000000001264.jpg,0,1
000000001265.jpg,0,1
000000001266.jpg,0,1
000000001267.jpg,0,1
000000001268.jpg,0,1
000000001269.jpg,0,1
000000001270.jpg,0,1
000000001271.jpg,0,1
000000001272.jpg,0,1
000000001273.jpg,0,1
000000001274.jpg,0,1
000000001275.jpg,0,1
000000001276.jpg,0,1
000000001277.jpg,0,1
000000001278.jpg,0,1
000000001279.jpg,0,1
000000001280.jpg,0,1
000000001281.jpg,0,1
000000001282.jpg,0,1
000000001283.jpg,0,1
000000001284.jpg,0,1
000000001285.jpg,0,1
000000001286.jpg,0,1
000000001287.jpg,0,1
000000001288.jpg,0,1
000000001289.jpg,0,1
000000001290.jpg,0,1
000000001291.jpg,0,1
000000001292.jpg,0,1
000000001293.jpg,0,1
000000001294.jpg,0,1
000000001295.jpg,0,1
000000001296.jpg,0,1
000000001297.jpg,0,1
000000001298.jpg,0,1
000000001299.jpg,0,1
000000001300.jpg,0,1
000000001301.jpg,0,1
000000001302.jpg,0,1
000000001303.jpg,0,1
000000001304.jpg,0,1
000000001305.jpg,0,1
000000001306.jpg,0,1
000000001307.jpg,0,1
000000001308.jpg,0,1
000000001309.jpg,0,1
000000001310.jpg,0,1
000000001311.jpg,0,1
000000001312.jpg,0,1
000000001313.jpg,0,1
000000001314.jpg,0,1
000000001315.jpg,0,1
000000001316.jpg,0,1
000000001317.jpg,0,1
000000001318.jpg,0,1
000000001319.jpg,0,1
000000001320.jpg,0,1
000000001321.jpg,0,1
000000001322.jpg,0,1
000000001323.jpg,0,1
000000001324.jpg,0,1
000000001325.jpg,0,1
000000001326.jpg,0,1
000000001327.jpg,0,1
000000001328.jpg,0,1
000000001329.jpg,0,1
000000001330.jpg,0,1
000000001331.jpg,0,1
000000001332.jpg,0,1
000000001333.jpg,0,1
000000001334.jpg,0,1
000000001335.jpg,0,1
000000001336.jpg,0,1
000000001337.jpg,0,1
000000001338.jpg,0,1
000000001339.jpg,0,1
000000001340.jpg,0,1
000000001341.jpg,0,1
000000001342.jpg,0,1
000000001343.jpg,0,1
000000001344.jpg,0,1
000000001345.jpg,0,1
000000001346.jpg,0,1
000000001347.jpg,0,1
000000001348.jpg,0,1
000000001349.jpg,0,1
000000001350.jpg,0,1
000000001351.jpg,0,1
000000001352.jpg,0,1
000000001353.jpg,0,1
000000001354.jpg,0,1
000000001355.jpg,0,1
000000001356.jpg,0,1
000000001357.jpg,0,1
000000001358.jpg,0,1
000000001359.jpg,0,1
000000001360.jpg,0,1
000000001361.jpg,0,1
000000001362.jpg,0,1
000000001363.jpg,0,1
000000001364.jpg,0,1
000000001365.jpg,0,1
000000001366.jpg,0,1
000000001367.jpg,0,1
000000001368.jpg,0,1
000000001369.jpg,0,1
000000001370.jpg,0,1
000000001371.jpg,0,1
000000001372.jpg,0,1
000000001373.jpg,0,1
000000001374.jpg,0,1
000000001375.jpg,0,1
000000001376.jpg,0,1
000000001377.jpg,0,1
000000001378.jpg,0,1
000000001379.jpg,0,1
000000001380.jpg,0,1
000000001381.jpg,0,1
000000001382.jpg,0,1
000000001383.jpg,0,1
000000001384.jpg,0,1
000000001385.jpg,0,1
000000001386.jpg,0,1
000000001387.jpg,0,1
000000001388.jpg,0,1
000000001389.jpg,0,1
000000001390.jpg,0,1
000000001391.jpg,0,1
000000001392.jpg,0,1
000000001393.jpg,0,1
000000001394.jpg,0,1
000000001395.jpg,0,1
000000001396.jpg,0,1
000000001397.jpg,0,1
000000001398.jpg,0,1
000000001399.jpg,0,1
000000001400.jpg,0,1
000000001401.jpg,0,1
000000001402.jpg,0,1
000000001403.jpg,0,1
000000001404.jpg,0,1
000000001405.jpg,0,1
000000001406.jpg,0,1
000000001407.jpg,0,1
000000001408.jpg,0,1
000000001409.jpg,0,1
000000001410.jpg,0,1
000000001411.jpg,0,1
000000001412.jpg,0,1
000000001413.jpg,0,1
000000001414.jpg,0,1
000000001415.jpg,0,1
000000001416.jpg,0,1
000000001417.jpg,0,1
000000001418.jpg,0,1
000000001419.jpg,0,1
000000001420.jpg,0,1
000000001421.jpg,0,1
000000001422.jpg,1,0
000000001423.jpg,0,1
000000001424.jpg,0,1
000000001425.jpg,0,1
000000001426.jpg,0,1
000000001427.jpg,0,1
000000001428.jpg,0,1
000000001429.jpg,0,1
000000001430.jpg,0,1
000000001431.jpg,0,1
000000001432.jpg,0,1
000000001433.jpg,1,0
000000001434.jpg,1,0
000000001435.jpg,0,1
000000001436.jpg,0,1
000000001437.jpg,0,1
000000001438.jpg,0,1
000000001439.jpg,0,1
000000001440.jpg,0,1
000000001441.jpg,0,1
000000001442.jpg,0,1
000000001443.jpg,0,1
000000001444.jpg,0,1
000000001445.jpg,0,1
000000001446.jpg,0,1
000000001447.jpg,0,1
000000001448.jpg,0,1
000000001449.jpg,0,1
000000001450.jpg,0,1
000000001451.jpg,0,1
000000001452.jpg,0,1
000000001453.jpg,0,1
000000001454.jpg,0,1
000000001455.jpg,0,1
000000001456.jpg,0,1
000000001457.jpg,0,1
000000001458.jpg,0,1
000000001459.jpg,0,1
000000001460.jpg,0,1
000000001461.jpg,0,1
000000001462.jpg,0,1
000000001463.jpg,0,1
000000001464.jpg,0,1
000000001465.jpg,0,1
000000001466.jpg,0,1
000000001467.jpg,0,1
000000001468.jpg,0,1
000000001469.jpg,0,1
000000001470.jpg,0,1
000000001471.jpg,0,1
000000001472.jpg,0,1
000000001473.jpg,0,1
000000001474.jpg,0,1
000000001475.jpg,0,1
000000001476.jpg,0,1
000000001477.jpg,0,1
000000001478.jpg,0,1
000000001479.jpg,0,1
000000001480.jpg,0,1
000000001481.jpg,0,1
000000001482.jpg,0,1
000000001483.jpg,0,1
000000001484.jpg,0,1
000000001485.jpg,0,1
000000001486.jpg,0,1
000000001487.jpg,0,1
000000001488.jpg,0,1
000000001489.jpg,0,1
000000001490.jpg,0,1
000000001491.jpg,0,1
000000001492.jpg,0,1
000000001493.jpg,0,1
000000001494.jpg,0,1
000000001495.jpg,0,1
000000001496.jpg,1,0
000000001497.jpg,0,1
000000001498.jpg,0,1
000000001499.jpg,0,1
000000001500.jpg,0,1
000000001501.jpg,0,1
000000001502.jpg,0,1
000000001503.jpg,0,1
000000001504.jpg,0,1
000000001505.jpg,0,1
000000001506.jpg,0,1
000000001507.jpg,0,1
000000001508.jpg,0,1
000000001509.jpg,0,1
000000001510.jpg,0,1
000000001511.jpg,0,1
000000001512.jpg,0,1
000000001513.jpg,0,1
000000001514.jpg,0,1
000000001515.jpg,0,1
000000001516.jpg,0,1
000000001517.jpg,0,1
000000001518.jpg,0,1
000000001519.jpg,0,1
000000001520.jpg,0,1
000000001521.jpg,0,1
000000001522.jpg,0,1
000000001523.jpg,0,1
000000001524.jpg,0,1
000000001525.jpg,1,0
000000001526.jpg,1,0
000000001527.jpg,1,0
000000001528.jpg,1,0
000000001529.jpg,0,1
000000001530.jpg,1,0
000000001531.jpg,1,0
000000001532.jpg,1,0
000000001533.jpg,1,0
000000001534.jpg,1,0
000000001535.jpg,1,0
000000001536.jpg,1,0
000000001537.jpg,1,0
000000001538.jpg,0,1
000000001539.jpg,0,1
000000001540.jpg,0,1
000000001541.jpg,0,1
000000001542.jpg,0,1
000000001543.jpg,0,1
000000001544.jpg,0,1
000000001545.jpg,0,1
000000001546.jpg,0,1
000000001547.jpg,0,1
000000001548.jpg,0,1
000000001549.jpg,0,1
000000001550.jpg,0,1
000000001551.jpg,0,1
000000001552.jpg,0,1
000000001553.jpg,0,1
000000001554.jpg,1,0
000000001555.jpg,1,0
000000001556.jpg,1,0
000000001557.jpg,1,0
000000001558.jpg,1,0
000000001559.jpg,0,1
000000001560.jpg,0,1
000000001561.jpg,0,1
000000001562.jpg,0,1
000000001563.jpg,0,1
000000001564.jpg,0,1
000000001565.jpg,0,1
000000001566.jpg,0,1
000000001567.jpg,0,1
000000001568.jpg,0,1
000000001569.jpg,0,1
000000001570.jpg,0,1
000000001571.jpg,0,1
000000001572.jpg,0,1
000000001573.jpg,0,1
000000001574.jpg,0,1
000000001575.jpg,0,1
000000001576.jpg,0,1
000000001577.jpg,0,1
000000001578.jpg,0,1
000000001579.jpg,0,1
000000001580.jpg,0,1
000000001581.jpg,0,1
000000001582.jpg,0,1
000000001583.jpg,0,1
000000001584.jpg,0,1
000000001585.jpg,0,1
000000001586.jpg,0,1
000000001587.jpg,0,1
000000001588.jpg,0,1
000000001589.jpg,0,1
000000001590.jpg,0,1
000000001591.jpg,0,1
000000001592.jpg,0,1
000000001593.jpg,0,1
000000001594.jpg,0,1
000000001595.jpg,0,1
000000001596.jpg,0,1
000000001597.jpg,0,1
000000001598.jpg,0,1
000000001599.jpg,0,1
000000001600.jpg,0,1
000000001601.jpg,0,1
000000001602.jpg,0,1
000000001603.jpg,0,1
000000001604.jpg,0,1
000000001605.jpg,0,1
000000001606.jpg,0,1
000000001607.jpg,0,1
000000001608.jpg,0,1
000000001609.jpg,0,1
000000001610.jpg,0,1
000000001611.jpg,0,1
000000001612.jpg,0,1
000000001613.jpg,0,1
000000001614.jpg,0,1
000000001615.jpg,0,1
000000001616.jpg,0,1
000000001617.jpg,0,1
000000001618.jpg,0,1
000000001619.jpg,0,1
000000001620.jpg,0,1
000000001621.jpg,0,1
000000001622.jpg,0,1
000000001623.jpg,0,1
000000001624.jpg,0,1
000000001625.jpg,0,1
000000001626.jpg,0,1
000000001627.jpg,0,1
000000001628.jpg,0,1
000000001629.jpg,0,1
000000001630.jpg,0,1
000000001631.jpg,0,1
000000001632.jpg,0,1
000000001633.jpg,0,1
000000001634.jpg,0,1
000000001635.jpg,0,1
000000001636.jpg,0,1
000000001637.jpg,0,1
000000001638.jpg,0,1
000000001639.jpg,0,1
000000001640.jpg,0,1
000000001641.jpg,0,1
000000001642.jpg,0,1
000000001643.jpg,0,1
000000001644.jpg,0,1
000000001645.jpg,0,1
000000001646.jpg,0,1
000000001647.jpg,0,1
000000001648.jpg,0,1
000000001649.jpg,0,1
000000001650.jpg,0,1
000000001651.jpg,0,1
000000001652.jpg,0,1
000000001653.jpg,0,1
000000001654.jpg,0,1
000000001655.jpg,0,1
000000001656.jpg,0,1
000000001657.jpg,0,1
000000001658.jpg,0,1
000000001659.jpg,0,1
000000001660.jpg,0,1
000000001661.jpg,0,1
000000001662.jpg,0,1
000000001663.jpg,0,1
000000001664.jpg,0,1
000000001665.jpg,0,1
000000001666.jpg,0,1
000000001667.jpg,0,1
000000001668.jpg,0,1
000000001669.jpg,0,1
000000001670.jpg,0,1
000000001671.jpg,0,1
000000001672.jpg,0,1
000000001673.jpg,0,1
000000001674.jpg,0,1
000000001675.jpg,0,1
000000001676.jpg,0,1
000000001677.jpg,0,1
000000001678.jpg,0,1
000000001679.jpg,0,1
000000001680.jpg,0,1
000000001681.jpg,0,1
000000001682.jpg,0,1
000000001683.jpg,0,1
000000001684.jpg,0,1
000000001685.jpg,0,1
000000001686.jpg,0,1
000000001687.jpg,0,1
000000001688.jpg,0,1
000000001689.jpg,0,1
000000001690.jpg,0,1
000000001691.jpg,1,0
000000001692.jpg,1,0
000000001693.jpg,1,0
000000001694.jpg,1,0
000000001695.jpg,1,0
000000001696.jpg,1,0
000000001697.jpg,1,0
000000001698.jpg,1,0
000000001699.jpg,1,0
000000001700.jpg,1,0
000000001701.jpg,1,0
000000001702.jpg,0,1
000000001703.jpg,0,1
000000001704.jpg,0,1
000000001705.jpg,0,1
000000001706.jpg,0,1
000000001707.jpg,0,1
000000001708.jpg,0,1
000000001709.jpg,0,1
000000001710.jpg,0,1
000000001711.jpg,0,1
000000001712.jpg,0,1
000000001713.jpg,0,1
000000001714.jpg,0,1
000000001715.jpg,0,1
000000001716.jpg,0,1
000000001717.jpg,0,1
000000001718.jpg,0,1
000000001719.jpg,0,1
000000001720.jpg,0,1
000000001721.jpg,0,1
000000001722.jpg,0,1
000000001723.jpg,0,1
000000001724.jpg,0,1
000000001725.jpg,1,0
000000001726.jpg,1,0
000000001727.jpg,1,0
000000001728.jpg,1,0
000000001729.jpg,1,0
000000001730.jpg,0,1
000000001731.jpg,0,1
000000001732.jpg,0,1
000000001733.jpg,1,0
000000001734.jpg,1,0
000000001735.jpg,0,1
000000001736.jpg,1,0
000000001737.jpg,0,1
000000001738.jpg,1,0
000000001739.jpg,1,0
000000001740.jpg,1,0
000000001741.jpg,1,0
000000001742.jpg,0,1
000000001743.jpg,1,0
000000001744.jpg,1,0
000000001745.jpg,1,0
000000001746.jpg,1,0
000000001747.jpg,0,1
000000001748.jpg,0,1
000000001749.jpg,1,0
000000001750.jpg,0,1
000000001751.jpg,0,1
000000001752.jpg,0,1
000000001753.jpg,0,1
000000001754.jpg,1,0
000000001755.jpg,0,1
000000001756.jpg,0,1
000000001757.jpg,0,1
000000001758.jpg,1,0
000000001759.jpg,0,1
000000001760.jpg,0,1
000000001761.jpg,0,1
000000001762.jpg,0,1
000000001763.jpg,0,1
000000001764.jpg,1,0
000000001765.jpg,1,0
000000001766.jpg,1,0
000000001767.jpg,1,0
000000001768.jpg,1,0
000000001769.jpg,0,1
000000001770.jpg,0,1
000000001771.jpg,0,1
000000001772.jpg,0,1
000000001773.jpg,0,1
000000001774.jpg,0,1
000000001775.jpg,0,1
000000001776.jpg,0,1
000000001777.jpg,0,1
000000001778.jpg,0,1
000000001779.jpg,0,1
000000001780.jpg,0,1
000000001781.jpg,0,1
000000001782.jpg,0,1
000000001783.jpg,0,1
000000001784.jpg,0,1
000000001785.jpg,1,0
000000001786.jpg,1,0
000000001787.jpg,1,0
000000001788.jpg,1,0
000000001789.jpg,1,0
000000001790.jpg,0,1
000000001791.jpg,0,1
000000001792.jpg,0,1
000000001793.jpg,0,1
000000001794.jpg,0,1
000000001795.jpg,0,1
000000001796.jpg,0,1
000000001797.jpg,0,1
000000001798.jpg,0,1
000000001799.jpg,0,1
000000001800.jpg,0,1
000000001801.jpg,0,1
000000001802.jpg,0,1
000000001803.jpg,0,1
000000001804.jpg,0,1
000000001805.jpg,0,1
000000001806.jpg,0,1
000000001807.jpg,0,1
000000001808.jpg,0,1
000000001809.jpg,0,1
000000001810.jpg,0,1
000000001811.jpg,0,1
000000001812.jpg,0,1
000000001813.jpg,0,1
000000001814.jpg,0,1
000000001815.jpg,0,1
000000001816.jpg,0,1
000000001817.jpg,0,1
000000001818.jpg,0,1
000000001819.jpg,0,1
000000001820.jpg,0,1
000000001821.jpg,0,1
000000001822.jpg,0,1
000000001823.jpg,0,1
000000001824.jpg,0,1
000000001825.jpg,0,1
000000001826.jpg,0,1
000000001827.jpg,0,1
000000001828.jpg,0,1
000000001829.jpg,0,1
000000001830.jpg,0,1
000000001831.jpg,0,1
000000001832.jpg,0,1
000000001833.jpg,0,1
000000001834.jpg,0,1
000000001835.jpg,0,1
000000001836.jpg,0,1
000000001837.jpg,0,1
000000001838.jpg,0,1
000000001839.jpg,0,1
000000001840.jpg,0,1
000000001841.jpg,0,1
000000001842.jpg,0,1
000000001843.jpg,0,1
000000001844.jpg,0,1
000000001845.jpg,0,1
000000001846.jpg,0,1
000000001847.jpg,0,1
000000001848.jpg,0,1
000000001849.jpg,0,1
000000001850.jpg,1,0
000000001851.jpg,1,0
000000001852.jpg,1,0
000000001853.jpg,1,0
000000001854.jpg,1,0
000000001855.jpg,1,0
000000001856.jpg,0,1
000000001857.jpg,1,0
000000001858.jpg,1,0
000000001859.jpg,1,0
000000001860.jpg,1,0
000000001861.jpg,1,0
000000001862.jpg,1,0
000000001863.jpg,1,0
000000001864.jpg,1,0
000000001865.jpg,1,0
000000001866.jpg,0,1
000000001867.jpg,0,1
000000001868.jpg,1,0
000000001869.jpg,1,0
000000001870.jpg,1,0
000000001871.jpg,0,1
000000001872.jpg,0,1
000000001873.jpg,1,0
000000001874.jpg,1,0
000000001875.jpg,1,0
000000001876.jpg,0,1
000000001877.jpg,0,1
000000001878.jpg,1,0
000000001879.jpg,0,1
000000001880.jpg,0,1
000000001881.jpg,0,1
000000001882.jpg,0,1
000000001883.jpg,1,0
000000001884.jpg,1,0
000000001885.jpg,0,1
000000001886.jpg,0,1
000000001887.jpg,0,1
000000001888.jpg,0,1
000000001889.jpg,1,0
000000001890.jpg,0,1
000000001891.jpg,0,1
000000001892.jpg,0,1
000000001893.jpg,0,1
000000001894.jpg,0,1
000000001895.jpg,0,1
000000001896.jpg,0,1
000000001897.jpg,0,1
000000001898.jpg,0,1
000000001899.jpg,0,1
000000001900.jpg,0,1
000000001901.jpg,0,1
000000001902.jpg,0,1
000000001903.jpg,0,1
000000001904.jpg,0,1
000000001905.jpg,0,1
000000001906.jpg,0,1
000000001907.jpg,0,1
000000001908.jpg,0,1
000000001909.jpg,0,1
000000001910.jpg,0,1
000000001911.jpg,0,1
000000001912.jpg,0,1
000000001913.jpg,0,1
000000001914.jpg,0,1
000000001915.jpg,0,1
000000001916.jpg,0,1
000000001917.jpg,0,1
000000001918.jpg,0,1
000000001919.jpg,0,1
000000001920.jpg,0,1
000000001921.jpg,0,1
000000001922.jpg,0,1
000000001923.jpg,0,1
000000001924.jpg,0,1
000000001925.jpg,0,1
000000001926.jpg,0,1
000000001927.jpg,0,1
000000001928.jpg,0,1
000000001929.jpg,0,1
000000001930.jpg,0,1
000000001931.jpg,0,1
000000001932.jpg,0,1
000000001933.jpg,0,1
000000001934.jpg,0,1
000000001935.jpg,0,1
000000001936.jpg,0,1
000000001937.jpg,0,1
000000001938.jpg,0,1
000000001939.jpg,0,1
000000001940.jpg,0,1
000000001941.jpg,0,1
000000001942.jpg,0,1
000000001943.jpg,0,1
000000001944.jpg,0,1
000000001945.jpg,0,1
000000001946.jpg,0,1
000000001947.jpg,0,1
000000001948.jpg,0,1
000000001949.jpg,0,1
000000001950.jpg,0,1
000000001951.jpg,1,0
000000001952.jpg,1,0
000000001953.jpg,1,0
000000001954.jpg,1,0
000000001955.jpg,1,0
000000001956.jpg,1,0
000000001957.jpg,0,1
000000001958.jpg,0,1
000000001959.jpg,0,1
000000001960.jpg,0,1
000000001961.jpg,0,1
000000001962.jpg,0,1
000000001963.jpg,0,1
000000001964.jpg,0,1
000000001965.jpg,0,1
000000001966.jpg,0,1
000000001967.jpg,0,1
000000001968.jpg,0,1
000000001969.jpg,0,1
000000001970.jpg,0,1
000000001971.jpg,0,1
000000001972.jpg,0,1
000000001973.jpg,0,1
000000001974.jpg,0,1
000000001975.jpg,0,1
000000001976.jpg,0,1
000000001977.jpg,0,1
000000001978.jpg,0,1
000000001979.jpg,0,1
000000001980.jpg,0,1
000000001981.jpg,0,1
000000001982.jpg,0,1
000000001983.jpg,0,1
000000001984.jpg,0,1
000000001985.jpg,0,1
000000001986.jpg,0,1
000000001987.jpg,0,1
000000001988.jpg,0,1
000000001989.jpg,0,1
000000001990.jpg,0,1
000000001991.jpg,0,1
000000001992.jpg,0,1
000000001993.jpg,0,1
000000001994.jpg,0,1
000000001995.jpg,0,1
000000001996.jpg,0,1
000000001997.jpg,0,1
000000001998.jpg,0,1
000000001999.jpg,0,1
000000002000.jpg,0,1
000000002001.jpg,0,1
000000002002.jpg,0,1
000000002003.jpg,0,1
000000002004.jpg,0,1
000000002005.jpg,0,1
000000002006.jpg,0,1
000000002007.jpg,0,1
000000002008.jpg,0,1
000000002009.jpg,0,1
000000002010.jpg,0,1
000000002011.jpg,0,1
000000002012.jpg,0,1
000000002013.jpg,0,1
000000002014.jpg,0,1
000000002015.jpg,0,1
000000002016.jpg,0,1
000000002017.jpg,0,1
000000002018.jpg,0,1
000000002019.jpg,0,1
000000002020.jpg,0,1
000000002021.jpg,0,1
000000002022.jpg,0,1
000000002023.jpg,0,1
000000002024.jpg,0,1
000000002025.jpg,0,1
000000002026.jpg,0,1
000000002027.jpg,0,1
000000002028.jpg,0,1
000000002029.jpg,0,1
000000002030.jpg,0,1
000000002031.jpg,0,1
000000002032.jpg,0,1
000000002033.jpg,0,1
000000002034.jpg,0,1
000000002035.jpg,0,1
000000002036.jpg,0,1
000000002037.jpg,0,1
000000002038.jpg,0,1
000000002039.jpg,0,1
000000002040.jpg,0,1
000000002041.jpg,0,1
000000002042.jpg,0,1
000000002043.jpg,0,1
000000002044.jpg,0,1
000000002045.jpg,0,1
000000002046.jpg,0,1
000000002047.jpg,0,1
000000002048.jpg,0,1
000000002049.jpg,0,1
000000002050.jpg,0,1
000000002051.jpg,0,1
000000002052.jpg,0,1
000000002053.jpg,0,1
000000002054.jpg,0,1
000000002055.jpg,0,1
000000002056.jpg,0,1
000000002057.jpg,0,1
000000002058.jpg,0,1
000000002059.jpg,0,1
000000002060.jpg,0,1
000000002061.jpg,0,1
000000002062.jpg,0,1
000000002063.jpg,0,1
000000002064.jpg,0,1
000000002065.jpg,0,1
000000002066.jpg,0,1
000000002067.jpg,0,1
000000002068.jpg,0,1
000000002069.jpg,0,1
000000002070.jpg,1,0
000000002071.jpg,1,0
000000002072.jpg,1,0
000000002073.jpg,1,0
000000002074.jpg,1,0
000000002075.jpg,1,0
000000002076.jpg,1,0
000000002077.jpg,1,0
000000002078.jpg,1,0
000000002079.jpg,1,0
000000002080.jpg,1,0
000000002081.jpg,1,0
000000002082.jpg,0,1
000000002083.jpg,0,1
000000002084.jpg,0,1
000000002085.jpg,0,1
000000002086.jpg,0,1
000000002087.jpg,0,1
000000002088.jpg,0,1
000000002089.jpg,0,1
000000002090.jpg,0,1
000000002091.jpg,0,1
000000002092.jpg,0,1
000000002093.jpg,0,1
000000002094.jpg,0,1
000000002095.jpg,0,1
000000002096.jpg,0,1
000000002097.jpg,0,1
000000002098.jpg,0,1
000000002099.jpg,0,1
000000002100.jpg,0,1
000000002101.jpg,0,1
000000002102.jpg,0,1
000000002103.jpg,0,1
000000002104.jpg,0,1
000000002105.jpg,0,1
000000002106.jpg,0,1
000000002107.jpg,0,1
000000002108.jpg,0,1
000000002109.jpg,0,1
000000002110.jpg,0,1
000000002111.jpg,0,1
000000002112.jpg,0,1
000000002113.jpg,0,1
000000002114.jpg,0,1
000000002115.jpg,0,1
000000002116.jpg,0,1
000000002117.jpg,0,1
000000002118.jpg,0,1
000000002119.jpg,0,1
000000002120.jpg,0,1
000000002121.jpg,0,1
000000002122.jpg,0,1
000000002123.jpg,0,1
000000002124.jpg,0,1
000000002125.jpg,0,1
000000002126.jpg,0,1
000000002127.jpg,0,1
000000002128.jpg,0,1
000000002129.jpg,0,1
000000002130.jpg,0,1
000000002131.jpg,0,1
000000002132.jpg,0,1
000000002133.jpg,0,1
000000002134.jpg,0,1
000000002135.jpg,0,1
000000002136.jpg,0,1
000000002137.jpg,0,1
000000002138.jpg,0,1
000000002139.jpg,0,1
000000002140.jpg,0,1
000000002141.jpg,0,1
000000002142.jpg,0,1
000000002143.jpg,0,1
000000002144.jpg,0,1
000000002145.jpg,0,1
000000002146.jpg,0,1
000000002147.jpg,0,1
000000002148.jpg,0,1
000000002149.jpg,0,1
000000002150.jpg,0,1
000000002151.jpg,0,1
